symbol	alias_symbol	prev_symbol	name
MAST3-AS1			MAST3 antisense RNA 1
MAST4	KIAA0303		microtubule associated serine/threonine kinase family member 4
MAST4-AS1			MAST4 antisense RNA 1
MAST4-IT1			MAST4 intronic transcript 1
MASTL	"FLJ14813|THC2|Gwl"		microtubule associated serine/threonine kinase like
MAT1A	"MAT|SAMS|MATA1|SAMS1|MAT-I/III"		methionine adenosyltransferase 1A
MAT2A	"SAMS2|MATA2|MATII|MAT-II"		methionine adenosyltransferase 2A
MAT2AP1			MAT2A pseudogene 1
MAT2B	"MATIIbeta|SDR23E1"		methionine adenosyltransferase 2 non-catalytic beta subunit
MATCAP1	"LOC653319|TMCP1"	KIAA0895L	microtubule associated tyrosine carboxypeptidase 1
MATCAP2	TMCP2	KIAA0895	microtubule associated tyrosine carboxypeptidase 2
MATK	"HYLTK|CTK|HYL|Lsk|CHK|HHYLTK|DKFZp434N1212|MGC1708|MGC2101"		megakaryocyte-associated tyrosine kinase
MATN1		"CRTM|CMP"	matrilin 1
MATN1-AS1			MATN1 antisense RNA 1
MATN2			matrilin 2
MATN3	"EDM5|HOA"		matrilin 3
MATN4			matrilin 4
MATR3	"KIAA0723|MGC9105|VCPDM"	MPD2	matrin 3
MATR3P1			MATR3 pseudogene 1
MATR3P2			MATR3 pseudogene 2
MATR3P3			MATR3 pseudogene 3
MAU2	"MGC75361|mau-2|MAU2L|SCC4"	KIAA0892	MAU2 sister chromatid cohesion factor
MAVS	"VISA|KIAA1271|IPS-1|Cardif"		mitochondrial antiviral signaling protein
MAX	"bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8"		MYC associated factor X
MAZ	"ZF87|Pur-1|Zif87|ZNF801"		MYC associated zinc finger protein
MB	PVALB		myoglobin
MB21D2	D2A	C3orf59	Mab-21 domain containing 2
MBD1	"PCM1|CXXC3"		methyl-CpG binding domain protein 1
MBD2			methyl-CpG binding domain protein 2
MBD3			methyl-CpG binding domain protein 3
MBD3L1		MBD3L	methyl-CpG binding domain protein 3 like 1
MBD3L2			methyl-CpG binding domain protein 3 like 2
MBD3L2B			methyl-CpG binding domain protein 3 like 2B
MBD3L3			methyl-CpG binding domain protein 3 like 3
MBD3L4			methyl-CpG binding domain protein 3 like 4
MBD3L5			methyl-CpG binding domain protein 3 like 5
MBD4	MED1		methyl-CpG binding domain 4, DNA glycosylase
MBD5	"FLJ11113|KIAA1461"		methyl-CpG binding domain protein 5
MBD6	KIAA1887		methyl-CpG binding domain protein 6
MBIP			MAP3K12 binding inhibitory protein 1
MBL1P	COLEC3P	MBL1P1	mannose binding lectin 1, pseudogene
MBL2	"COLEC1|MBP-C|MBP1|MBP"	MBL	mannose binding lectin 2
MBL3P		COLEC2	mannose-binding lectin family member 3, pseudogene
MBLAC1	MGC49416		metallo-beta-lactamase domain containing 1
MBLAC2	"DKFZp686P15118|MGC46734"		metallo-beta-lactamase domain containing 2
MBNL1	"KIAA0428|EXP42|EXP40|EXP35|EXP"	MBNL	muscleblind like splicing regulator 1
MBNL1-AS1	LOC401093		MBNL1 antisense RNA 1
MBNL2	"MBLL|MBLL39"		muscleblind like splicing regulator 2
MBNL3	"CHCR|FLJ11316|MBLX39|MBXL"		muscleblind like splicing regulator 3
MBOAT1	"MGC44669|dJ434O11.1|LPEAT1|LPLAT14"	OACT1	membrane bound O-acyltransferase domain containing 1
MBOAT2	"FLJ14415|FLJ90298|LPLAT13"	OACT2	membrane bound O-acyltransferase domain containing 2
MBOAT4	"FKSG89|GOAT"	OACT4	membrane bound O-acyltransferase domain containing 4
MBOAT7	"BB1|hMBOA-7|LPLAT|LPIAT1|LPLAT11"	LENG4	membrane bound O-acyltransferase domain containing 7
MBP			myelin basic protein
MBTD1	"SA49P01|FLJ20055"		mbt domain containing 1
MBTPS1	"S1P|KIAA0091|SKI-1|PCSK8"		membrane bound transcription factor peptidase, site 1
MBTPS1-DT			MBTPS1 divergent transcript
MBTPS2	S2P	KFSD	membrane bound transcription factor peptidase, site 2
MC1R	MSH-R		melanocortin 1 receptor
MC2R	ACTHR		melanocortin 2 receptor
MC3R	MC3		melanocortin 3 receptor
MC4R			melanocortin 4 receptor
MC5R			melanocortin 5 receptor
MCAM	"MUC18|CD146|MelCAM|METCAM|HEMCAM"		melanoma cell adhesion molecule
MCAT	"MT|MCT|fabD|FASN2C|NET62|MCT1"		malonyl-CoA-acyl carrier protein transacylase
MCC			MCC regulator of WNT signaling pathway
MCCC1	"MCCA|MCCCα"		methylcrotonyl-CoA carboxylase subunit 1
MCCC1-AS1			MCCC1 antisense RNA 1
MCCC2	"MCCB|MCCCβ"		methylcrotonyl-CoA carboxylase subunit 2
MCCD1			mitochondrial coiled-coil domain 1
MCCD1P1	OTTHUMG00000130506		mitochondrial coiled-coil domain 1 pseudogene 1
MCCD1P2	BPG309N1.16		mitochondrial coiled-coil domain 1 pseudogene 2
MCEE	"GLOD2|MCE|MMCE"		methylmalonyl-CoA epimerase
MCEMP1	MGC132456	C19orf59	mast cell expressed membrane protein 1
MCF2	"DBL|ARHGEF21"		MCF.2 cell line derived transforming sequence
MCF2L	"KIAA0362|DBS|OST|ARHGEF14"		MCF.2 cell line derived transforming sequence like
MCF2L-AS1			MCF2L antisense RNA 1
MCF2L2	"KIAA0861|ARHGEF22"		MCF.2 cell line derived transforming sequence-like 2
MCF2L2P1			MCF2L2 pseudogene 1
MCFD2	"F5F8D|LMAN1IP|SDNSF"		multiple coagulation factor deficiency 2, ER cargo receptor complex subunit
MCFD2P1	"dJ153G14.2|NUCB2-L"	"C6orf44|MCFD2L"	multiple coagulation factor deficiency 2 pseudogene 1
MCHR1	"SLC1|MCH1R"	GPR24	melanin concentrating hormone receptor 1
MCHR2	"SLT|MCH2|MCH2R"	GPR145	melanin concentrating hormone receptor 2
MCHR2-AS1			MCHR2 antisense RNA 1
MCIDAS	"MCI|IDAS"	MCIN	multiciliate differentiation and DNA synthesis associated cell cycle protein
MCL1	"BCL2L3|Mcl-1"		MCL1 apoptosis regulator, BCL2 family member
MCM2	"D3S3194|KIAA0030|BM28|cdc19|DFNA70"	"CCNL1|CDCL1"	minichromosome maintenance complex component 2
MCM3			minichromosome maintenance complex component 3
MCM3AP	"Map80|KIAA0572|GANP|SAC3"		minichromosome maintenance complex component 3 associated protein
MCM3AP-AS1	"FLJ10508|NCRNA00031"	"C21orf85|MCM3APAS|MCM3AP-AS"	MCM3AP antisense RNA 1
MCM4	"CDC54|hCdc21|P1-Cdc21|MGC33310"	CDC21	minichromosome maintenance complex component 4
MCM5		CDC46	minichromosome maintenance complex component 5
MCM6	Mis5		minichromosome maintenance complex component 6
MCM7	"CDC47|PPP1R104"	MCM2	minichromosome maintenance complex component 7
MCM8	"MGC4816|MGC12866|MGC119522|MGC119523|dJ967N21.5|REC"	C20orf154	minichromosome maintenance 8 homologous recombination repair factor
MCM8-AS1			MCM8 antisense RNA 1
MCM9	"MGC35304|dJ329L24.3|FLJ20170"	"MCMDC1|C6orf61"	minichromosome maintenance 9 homologous recombination repair factor
MCM10	"PRO2249|CNA43|DNA43"		minichromosome maintenance 10 replication initiation factor
MCMBP	"FLJ13081|MCM-BP"	C10orf119	minichromosome maintenance complex binding protein
MCMDC2	FLJ25692	C8orf45	minichromosome maintenance domain containing 2
MCOLN1	"TRPML1|ML4|MLIV|MST080|MSTP080|TRPM-L1"		mucolipin TRP cation channel 1
MCOLN2	"TRPML2|FLJ36691|TRP-ML2"		mucolipin TRP cation channel 2
MCOLN3	"TRPML3|FLJ11006|TRP-ML3"		mucolipin TRP cation channel 3
MCPH1	"FLJ12847|BRIT1"		microcephalin 1
MCPH1-AS1			MCPH1 antisense RNA 1
MCPH1-DT			MCPH1 divergent transcript
MCRIP1	"GRAN2|MCRIP"	FAM195B	MAPK regulated corepressor interacting protein 1
MCRIP2	MGC15416	"C16orf14|FAM195A"	MAPK regulated corepressor interacting protein 2
MCRIP2P1		FAM195CP	MAPK regulated corepressor interacting protein 2 pseudogene 1
MCRIP2P2		"FAM195DP|MCRIP2P1"	MAPK regulated corepressor interacting protein 2 pseudogene 2
MCRS1	"ICP22BP|MSP58|P78|MCRS2|INO80Q"		microspherule protein 1
MCTP1	FLJ22344		multiple C2 and transmembrane domain containing 1
MCTP1-AS1	ENST00000503710		MCTP1 antisense RNA 1
MCTP2	"FLJ11175|FLJ33303"		multiple C2 and transmembrane domain containing 2
MCTS1	MCT-1		MCTS1 re-initiation and release factor
MCTS2	psiMCT-1	MCTS2P	MCTS family member 2
MCU	FLJ46135	"C10orf42|CCDC109A"	mitochondrial calcium uniporter
MCUB	FLJ20647	CCDC109B	mitochondrial calcium uniporter dominant negative subunit beta
MCUR1	FLJ20958	"C6orf79|CCDC90A"	mitochondrial calcium uniporter regulator 1
MCUR1P1		"C17orf23|CCDC90AP1"	MCUR1 pseudogene 1
MCUR1P2			MCUR1 pseudogene 2
MDC1	"NFBD1|KIAA0170|Em:AB023051.5"		mediator of DNA damage checkpoint 1
MDC1-AS1	MDC1-AS		MDC1 antisense RNA 1
MDFI	I-mfa		MyoD family inhibitor
MDFIC	"HIC|MDFIC1"		MyoD family inhibitor domain containing
MDFIC2			MyoD family inhibitor domain containing 2
MDGA1	"GPIM|MAMDC3"		MAM domain containing glycosylphosphatidylinositol anchor 1
MDGA2		MAMDC1	MAM domain containing glycosylphosphatidylinositol anchor 2
MDH1			malate dehydrogenase 1
MDH1B	"FLJ25341|RP11-95H11"		malate dehydrogenase 1B
MDH1P1			MDH1 pseudogene 1
MDH1P2			MDH1 pseudogene 2
MDH2			malate dehydrogenase 2
MDK	"MK|FLJ27379"	NEGF2	midkine
MDM1			Mdm1 nuclear protein
MDM2	"HDM2|MGC5370"		MDM2 proto-oncogene
MDM4	"MDMX|HDMX"		MDM4 regulator of p53
MDM4P1			MDM4 pseudogene 1
MDN1	"KIAA0301|Rea1"		midasin AAA ATPase 1
MDN1-AS1			MDN1 antisense RNA 1
MDP1	"MGC5987|FN6Pase"		magnesium dependent phosphatase 1
MDS2			myelodysplastic syndrome 2 translocation associated
ME1			malic enzyme 1
ME2			malic enzyme 2
ME2P1			malic enzyme 2 pseudogene 1
ME3			malic enzyme 3
ME3-DT			ME3 divergent transcript
MEA1		MEA	male-enhanced antigen 1
MEAF6	"NY-SAR-91|FLJ11730|Eaf6|CENP-28"	C1orf149	MYST/Esa1 associated factor 6
MEAF6P1			MYST/Esa1-associated factor 6 pseudogene 1
MEAK7	mEAK-7	"KIAA1609|TLDC1"	MTOR associated protein, eak-7 homolog
MECOM	"MDS1-EVI1|PRDM3|KMT8E"	"MDS1|EVI1"	MDS1 and EVI1 complex locus
MECOM-AS1			MECOM antisense RNA 1
MECP2		"RTT|MRX16|MRX79"	methyl-CpG binding protein 2
MECR	"CGI-63|NRBF1|FASN2B|ETR1"		mitochondrial trans-2-enoyl-CoA reductase
MED1	"PBP|TRAP220|RB18A|DRIP230|CRSP200|CRSP1"	"TRIP2|PPARGBP|PPARBP"	mediator complex subunit 1
MED4	"HSPC126|DRIP36|TRAP36"	VDRIP	mediator complex subunit 4
MED4-AS1		MED4-AS	MED4 antisense RNA 1
MED6	NY-REN-28		mediator complex subunit 6
MED6P1			mediator complex subunit 6 pseudogene 1
MED7	CRSP33	CRSP9	mediator complex subunit 7
MED8	"MGC17544|MGC19641|ARC32"		mediator complex subunit 8
MED8-AS1			MED8 antisense RNA 1
MED9	"FLJ10193|MED25"		mediator complex subunit 9
MED10	"TRG20|L6|MGC5309|NUT2"		mediator complex subunit 10
MED11	"HSPC296|MGC88387"		mediator complex subunit 11
MED12	"CAGH45|HOPA|OPA1|TRAP230|KIAA0192|OKS|ARC240|Kto"	"TNRC11|FGS1"	mediator complex subunit 12
MED12L	"KIAA1635|TNRC11L|TRALPUSH|TRALP"		mediator complex subunit 12L
MED13	"KIAA0593|TRAP240"	THRAP1	mediator complex subunit 13
MED13L	"KIAA1025|TRAP240L"	THRAP2	mediator complex subunit 13L
MED13P1			mediator complex subunit 13 pseudogene 1
MED14	"EXLM1|CRSP150|TRAP170|RGR1|CSRP"	"CXorf4|CRSP2"	mediator complex subunit 14
MED14OS		MED14-AS1	MED14 opposite strand
MED14P1		"CXorf4P|CRSP2P|MED14P"	mediator complex subunit 14 pseudogene 1
MED15	"TIG-1|CAG7A|Arc105"	"TNRC7|PCQAP"	mediator complex subunit 15
MED15P1		"PCQAPP|MED15P"	mediator complex subunit 15 pseudogene 1
MED15P3			mediator complex subunit 15 pseudogene 3
MED15P4			mediator complex subunit 15 pseudogene 4
MED15P5			mediator complex subunit 15 pseudogene 5
MED15P6			mediator complex subunit 15 pseudogene 6
MED15P7			mediator complex subunit 15 pseudogene 7
MED15P8			mediator complex subunit 15 pseudogene 8
MED15P9		"CCDC74B-AS1|MED15P2"	mediator complex subunit 15 pseudogene 9
MED16	"DRIP92|TRAP95"	THRAP5	mediator complex subunit 16
MED17	"CRSP77|TRAP80|DRIP80|SRB4"	CRSP6	mediator complex subunit 17
MED18	"FLJ20045|p28b|SRB5"		mediator complex subunit 18
MED19	LCMR1		mediator complex subunit 19
MED20	"DKFZp586D2223|PRO0213|SRB2"	TRFP	mediator complex subunit 20
MED21	SRB7	SURB7	mediator complex subunit 21
MED22	"Med24|SRB6"	SURF5	mediator complex subunit 22
MED23	"CRSP130|DRIP130|Sur2"	"CRSP3|MRT18"	mediator complex subunit 23
MED24	"TRAP100|KIAA0130|DRIP100|CRSP100|MED5"	"THRAP4|CRSP4"	mediator complex subunit 24
MED25	"ARC92|ACID1|TCBAP0758|DKFZp434K0512"		mediator complex subunit 25
MED26	CRSP70	CRSP7	mediator complex subunit 26
MED27	"TRAP37|CRSP34|MED3"	CRSP8	mediator complex subunit 27
MED28	"EG1|DKFZP434N185|magicin"		mediator complex subunit 28
MED28-DT	"LAP3-AS1|AC006160.1"		MED28 divergent transcript
MED28P1			mediator complex subunit 28 pseudogene 1
MED28P2			mediator complex subunit 28 pseudogene 2
MED28P3			mediator complex subunit 28 pseudogene 3
MED28P4			mediator complex subunit 28 pseudogene 4
MED28P5			mediator complex subunit 28 pseudogene 5
MED28P6			mediator complex subunit 28 pseudogene 6
MED28P7			mediator complex subunit 28 pseudogene 7
MED28P8			mediator complex subunit 28 pseudogene 8
MED29	"DKFZp434H247|MED2"	IXL	mediator complex subunit 29
MED30	TRAP25	THRAP6	mediator complex subunit 30
MED31	"CGI-125|Soh1"		mediator complex subunit 31
MEDAG	"FLJ14834|AWMS3|MEDA-4"	C13orf33	mesenteric estrogen dependent adipogenesis
MEF2A	"RSRFC4|RSRFC9"		myocyte enhancer factor 2A
MEF2AP1		MEF2AP	myocyte enhancer factor 2A pseudogene 1
MEF2B	RSRFR2		myocyte enhancer factor 2B
MEF2C			myocyte enhancer factor 2C
MEF2C-AS1			MEF2C antisense RNA 1
MEF2C-AS2	CTC-467M3.1		MEF2C antisense RNA 2
MEF2D			myocyte enhancer factor 2D
MEFV	"FMF|TRIM20"	MEF	MEFV innate immunity regulator, pyrin
MEG3	"GTL2|NCRNA00023|LINC00023|onco-lncRNA-83"		maternally expressed 3
MEG8	"NCRNA00024|Irm|Rian|Bsr|LINC00024|AL132709.8|lnc-MGC"	"SNHG23|SNHG24"	maternally expressed 8, small nucleolar RNA host gene
MEG9	LINC00584		maternally expressed 9
MEGF6		EGFL3	multiple EGF like domains 6
MEGF8	"SBP1|FLJ22365"	"EGFL4|C19orf49"	multiple EGF like domains 8
MEGF9		EGFL5	multiple EGF like domains 9
MEGF10	"KIAA1780|SR-F3"		multiple EGF like domains 10
MEGF11	"KIAA1781|DKFZp434L121"		multiple EGF like domains 11
MEI1	"MGC40042|SPATA38"		meiotic double-stranded break formation protein 1
MEI4			meiotic double-stranded break formation protein 4
MEIG1	"bA2K17.3|SPATA39"		meiosis/spermiogenesis associated 1
MEIKIN	SPO13		meiotic kinetochore factor
MEIOB	MGC35212	C16orf73	meiosis specific with OB-fold
MEIOC	FLJ35848	C17orf104	meiosis specific with coiled-coil domain
MEIOSIN	HMGDC	BHMG1	meiosis initiator
MEIS1			Meis homeobox 1
MEIS1-AS2		MEIS1-AS1	MEIS1 antisense RNA 2
MEIS1-AS3			MEIS1 antisense RNA 3
MEIS2	"MRG1|HsT18361"		Meis homeobox 2
MEIS3	"MRG2|DKFZp547H236"		Meis homeobox 3
MEIS3P1	MRG2	"MEIS3|MEIS4"	Meis homeobox 3 pseudogene 1
MEIS3P2			Meis homeobox 3 pseudogene 2
MELK	KIAA0175		maternal embryonic leucine zipper kinase
MELTF	"CD228|FLJ38863|MAP97|MGC4856|MTF1|MTf"	MFI2	melanotransferrin
MELTF-AS1	"AC068302.3|PLANE"	MFI2-AS1	MELTF antisense RNA 1
MEMO1	"CGI-27|MEMO"	C2orf4	mediator of cell motility 1
MEMO1P1		"MEMO1P|C21orf19"	MEMO1 pseudogene 1
MEMO1P2			MEMO1 pseudogene 2
MEMO1P3			MEMO1 pseudogene 3
MEMO1P4			MEMO1 pseudogene 4
MEMO1P5			MEMO1 pseudogene 5
MEMO1P6			MEMO1 pseudogene 6
MEN1			menin 1
MEOX1	MOX1		mesenchyme homeobox 1
MEOX2	MOX2	GAX	mesenchyme homeobox 2
MEP1A	PPHA		meprin A subunit alpha
MEP1AP1		MEP1AL1	meprin A subunit alpha pseudogene 1
MEP1AP2		MEP1AL2	meprin A subunit alpha pseudogene 2
MEP1AP3			meprin A subunit alpha pseudogene 3
MEP1AP4			meprin A subunit alpha pseudogene 4
MEP1B			meprin A subunit beta
MEPCE	FLJ20257	BCDIN3	methylphosphate capping enzyme
MEPE			matrix extracellular phosphoglycoprotein
MERTK	"mer|RP38|c-Eyk|Tyro12"		MER proto-oncogene, tyrosine kinase
MESD	"KIAA0081|BOCA"	MESDC2	mesoderm development LRP chaperone
MESDP1			MESD pseudogene 1
MESP1	"MGC10676|bHLHc5"		mesoderm posterior bHLH transcription factor 1
MESP2	"SCDO2|bHLHc6"		mesoderm posterior bHLH transcription factor 2
MEST	PEG1		mesoderm specific transcript
MESTIT1	"NCRNA00040|MEST-AS1"	MEST-IT1	MEST intronic transcript 1, antisense RNA
MESTP1			mesoderm specific transcript pseudogene 1
MESTP2			mesoderm specific transcript pseudogene 2
MESTP3			mesoderm specific transcript pseudogene 3
MESTP4			mesoderm specific transcript pseudogene 4
MET	"HGFR|RCCP2|DFNB97"		MET proto-oncogene, receptor tyrosine kinase
METAP1	"KIAA0094|MetAP1A|MAP1A"		methionyl aminopeptidase 1
METAP1D	"MAP1D|Metap1l"		methionyl aminopeptidase type 1D, mitochondrial
METAP2	"MNPEP|p67|MAP2"		methionyl aminopeptidase 2
METAP2P1	Lnc-ZEB2-19		METAP2 pseudogene 1
METRN	MGC2601	C16orf23	meteorin, glial cell differentiation regulator
METRNL			meteorin like, glial cell differentiation regulator
METTL1	"TRM8|TRMT8"	C12orf1	methyltransferase 1, tRNA methylguanosine
METTL1P1			METTL1 pseudogene 1
METTL2A	"FLJ12760|METTL2"		methyltransferase 2A, tRNA N3-cytidine
METTL2B	"METL|FLJ11350"	METTL2	methyltransferase 2B, tRNA N3-cytidine
METTL3	"Spo8|M6A|MT-A70"		methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit
METTL4	"FLJ23017|HsT661"		methyltransferase 4, N6-adenosine
METTL5	HSPC133		methyltransferase 5, N6-adenosine
METTL5P1			METTL5 pseudogene 1
METTL5P2			METTL5 pseudogene 2
METTL5P3			METTL5 pseudogene 3
METTL5P4			METTL5 pseudogene 4
METTL6	MGC24132		methyltransferase 6, tRNA N3-cytidine
METTL8	"FLJ13984|TIP"		methyltransferase 8, tRNA N3-cytidine
METTL8P1			methyltransferase like 8 pseudogene 1
METTL9	DREV1		methyltransferase 9, His-X-His N1(pi)-histidine
METTL13	"CGI-01|FEAT"	"KIAA0859|DFNM1|EEF1AKNMT"	methyltransferase 13, eEF1A N-terminus and K55
METTL14	KIAA1627		methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit
METTL14-DT			METTL14 divergent transcript
METTL15	FLJ33979	METT5D1	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine
METTL15P1		METT5D2	methyltransferase like 15 pseudogene 1
METTL15P2			methyltransferase like 15 pseudogene 2
METTL15P3			methyltransferase like 15 pseudogene 3
METTL16	MGC3329	METT10D	methyltransferase 16, RNA N6-adenosine
METTL17	FLJ20859	METT11D1	methyltransferase like 17
METTL18	"MGC9084|AsTP2|HPM1"	C1orf156	methyltransferase 18, RPL3 N3(tau)-histidine
METTL21A	"LOC151194|HCA557b|HSPA-KMT"	FAM119A	methyltransferase 21A, HSPA lysine
METTL21AP1			methyltransferase like 21A pseudogene 1
METTL21C	LOC196541	C13orf39	methyltransferase 21C, AARS1 lysine
METTL21EP		METTL21CP1	methyltransferase like 21E, pseudogene
METTL22	"FLJ12433|MGC2654"	C16orf68	methyltransferase 22, Kin17 lysine
METTL23	LOC124512	C17orf95	methyltransferase 23, arginine
METTL24	dJ71D21.2	C6orf186	methyltransferase like 24
METTL25	FLJ22789	C12orf26	methyltransferase like 25
METTL25B	CGI-41	"C1orf66|RRNAD1"	methyltransferase like 25B
METTL26	MGC13114	C16orf13	methyltransferase like 26
METTL27		WBSCR27	methyltransferase like 27
MEX3A	RNF162	RKHD4	mex-3 RNA binding family member A
MEX3B	"DKFZp434J0617|RNF195"	RKHD3	mex-3 RNA binding family member B
MEX3C	"FLJ38871|RNF194"	RKHD2	mex-3 RNA binding family member C
MEX3D	"Tino|KIAA2031|OK/SW-cl.4|RNF193"	RKHD1	mex-3 RNA binding family member D
MFAP1	AMP		microfibril associated protein 1
MFAP1P1			microfibril associated protein 1 pseudogene 1
MFAP2	"MAGP|MAGP-1"		microfibril associated protein 2
MFAP3			microfibril associated protein 3
MFAP3L	"KIAA0626|NYD-sp9"		microfibril associated protein 3 like
MFAP4			microfibril associated protein 4
MFAP5	"MAGP2|MP25"		microfibril associated protein 5
MFF	GL004	C2orf33	mitochondrial fission factor
MFF-DT			MFF divergent transcript
MFFP1			MFF pseudogene 1
MFFP2			MFF pseudogene 2
MFFP3			MFF pseudogene 3
MFGE8	"SED1|EDIL1|BA46|OAcGD3S|HsT19888|MFG-E8|hP47"	SPAG10	milk fat globule EGF and factor V/VIII domain containing
MFHAS1	"MASL1|LRRC65"		multifunctional ROCO family signaling regulator 1
MFN1	FLJ20693		mitofusin 1
MFN1P1			MFN1 pseudogene 1
MFN2	"CPRP1|KIAA0214|MARF|CMT2A2"		mitofusin 2
MFNG			MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
MFRP	"FLJ30570|rd6|NNO2|C1QTNF5"		membrane frizzled-related protein
MFSD1	"FLJ14153|UG0581B09|Minerva"		major facilitator superfamily domain containing 1
MFSD1P1			major facilitator superfamily domain containing 1 pseudogene 1
MFSD2A	"FLJ14490|SLC59A1"	MFSD2	MFSD2 lysolipid transporter A, lysophospholipid
MFSD2B	SLC59A2		MFSD2 lysolipid transporter B, sphingolipid
MFSD3	SLC33A2		major facilitator superfamily domain containing 3
MFSD4A	"DKFZp761N1114|FLJ34577|UNQ3064|FLJ25004|SLC60A1"	MFSD4	major facilitator superfamily domain containing 4A
MFSD4A-AS1			MFSD4A antisense RNA 1
MFSD4B	"MGC33953|SLC60A2"	KIAA1919	major facilitator superfamily domain containing 4B
MFSD4B-DT			MFSD4B divergent transcript
MFSD4BP1			major facilitator superfamily domain containing 4B pseudogene 1
MFSD5	"MGC11308|HsMOT2|SLC61A1"		major facilitator superfamily domain containing 5
MFSD6	FLJ20160		major facilitator superfamily domain containing 6
MFSD6L	FLJ35773		major facilitator superfamily domain containing 6 like
MFSD8	MGC33302	CLN7	major facilitator superfamily domain containing 8
MFSD9	MGC11332		major facilitator superfamily domain containing 9
MFSD10	"TETRAN|IT10C3"		major facilitator superfamily domain containing 10
MFSD11	"FLJ22196|FLJ20226"		major facilitator superfamily domain containing 11
MFSD12	"MGC20700|PP3501|SLC59B1"	C19orf28	major facilitator superfamily domain containing 12
MFSD12-AS1			MFSD12 antisense RNA 1
MFSD13A	"FLJ22529|bA18I14.8"	"C10orf77|TMEM180"	major facilitator superfamily domain containing 13A
MFSD13B			major facilitator superfamily domain containing 13B (pseudogene)
MFSD14A	DKFZP564L0864	HIAT1	major facilitator superfamily domain containing 14A
MFSD14B	FLJ14753	HIATL1	major facilitator superfamily domain containing 14B
MFSD14CP	MGC12945	"HIATL2|MFSD14C"	major facilitator superfamily domain containing 14C, pseudogene
MGA	"KIAA0518|MAD5|MXD5|FLJ12634"		MAX dimerization protein MGA
MGAM	MGA		maltase-glucoamylase
MGAM2			maltase-glucoamylase 2 (putative)
MGARP	"OSAP|CESP-1|HUMMR"	C4orf49	mitochondria localized glutamic acid rich protein
MGAT1	"GNT-1|GLCNAC-TI|GnTI"	"MGAT|GLYT1"	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
MGAT2	GNT-II		alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
MGAT2P1			MGAT2 pseudogene 1
MGAT2P2			MGAT2 pseudogene 2
MGAT3	GNT-III		beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
MGAT3-AS1	TapSAKI		MGAT3 antisense RNA 1
MGAT4A	"GnT-Iva|GnT-4a"		alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A
MGAT4B	GnT-Ivb		alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
MGAT4C	HGNT-IV-H		MGAT4 family member C
MGAT4D	GnT1IP		MGAT4 family member D
MGAT4EP			MGAT4 family member E, pseudogene
MGAT4FP			MGAT4 family member F, pseudogene
MGAT5	"GNT-V|MGAT5A"		alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
MGAT5B	"GnT-IX|FLJ25132|GnT-VB"		alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
MGLL	"HU-K5|MGL|MAGL"		monoglyceride lipase
MGME1	"bA504H3.4|DDK1"	C20orf72	mitochondrial genome maintenance exonuclease 1
MGMT			O-6-methylguanine-DNA methyltransferase
MGP			matrix Gla protein
MGRN1	"KIAA0544|RNF156"		mahogunin ring finger 1
